zì jǐ dǎ de	自己打的
gèng yǒu shéi zhī	更有谁知
gòng shéi tóng háng	共谁同航
guān xīn guò shéi	关心过谁
guī shéi guǎn a	归谁管啊
hā shéi zhī dào	哈谁知道
hái yǒu nà shéi	还有那谁
hái yǒu shéi le	还有谁了
hái yǒu shéi qù	还有谁去
hái yǒu shéi zài	还有谁在
hái zi xiàng shéi	孩子像谁
hé shéi jiāo wǎng	和谁交往
hé shéi jié hūn	和谁结婚
hé shéi liáo le	和谁聊了
hé shéi liáo ne	和谁聊呢
hé shéi liáo tiān	和谁聊天
hé shéi qù de	和谁去的
hé shéi qù le	和谁去了
hé shéi wán ne	和谁玩呢
hé shéi yì qǐ	和谁一起
hé shéi zài jiā	和谁在家
hé shéi zài liáo	和谁在聊
huā luò shéi jiā	花落谁家
huì shì shéi ne	会是谁呢
huì xuǎn zé shéi	会选择谁
jì mò shéi tóng	寂寞谁同
jiàn shéi miǎo shéi	见谁秒谁
jiě zǔ shéi bī	解组谁逼
jīn qiàn shéi wēn	今倩谁温
jīn shéi cún zhě	今谁存者
jiù gěi shéi chī	就给谁吃
jiù mài gěi shéi	就卖给谁
jué yàn shéi lián	绝艳谁怜
jūn shéi yǔ shǒu	君谁与守
kāi kǒu shéi qīn	开口谁亲
kàn bù chū shéi	看不出谁
kàn bù guàn shéi	看不惯谁
kàn bù qǐ shéi	看不起谁
kàn bu qīng shéi	看不清谁
kàn chū lái shéi	看出来谁
kàn de qǐ shéi	看得起谁
kàn kàn shéi xiān	看看谁先
kàn kàn shéi yìng	看看谁硬
kàn shéi dōu xiàng	看谁都像
kàn shéi xiān dé	看谁先得
kàn shéi xiān sǐ	看谁先死
kě shéi xiǎng dào	可谁想到
kě shéi zhī dào	可谁知道
lí bù kāi shéi	离不开谁
lián yǐng shéi yáo	帘影谁摇
lù sǐ shéi shǒu	鹿死谁手
mài gěi le shéi	卖给了谁
mài gěi shéi le	卖给谁了
mǎn tíng shéi sǎo	满庭谁扫
méi kàn hǎo shéi	没看好谁
míng nián shéi jiàn	明年谁健
míng zhī zhě shéi	名之者谁
mò gǎn shéi hé	莫敢谁何
mò zhī shéi hé	莫之谁何
nà gè shéi shéi	那个谁谁
nà shì shéi de	那是谁的
nà shì shéi le	那是谁了
nà shéi dào le	那谁到了
nà shéi shéi shéi	那谁谁谁
nà shéi zhī dào	那谁知道
néng dài biǎo shéi	能代表谁
nǐ cāi shì shéi	你猜是谁
nǐ gēn shéi guò	你跟谁过
nǐ gēn shéi liǎ	你跟谁俩
nǐ guǎn tā shéi	你管他谁
nǐ hé shéi guò	你和谁过
nǐ jué de shéi	你觉得谁
nǐ kàn hǎo shéi	你看好谁
nǐ mà shéi de	你骂谁的
nǐ mǎi de shéi	你买的谁
nǐ mǎi le shéi	你买了谁
nǐ men liǎ shéi	你们俩谁
nǐ néng duì shéi	你能对谁
nǐ rèn shi shéi	你认识谁
nǐ shì shéi la	你是谁啦
nǐ shì shéi le	你是谁了
nǐ shì shéi me	你是谁么
nǐ shì shéi ya	你是谁呀
nǐ shéi a nǐ	你谁啊你
nǐ shéi dōu pà	你谁都怕
nǐ shéi yí gè	你谁一个
nǐ shuō shéi de	你说谁的
nǐ wèi le shéi	你为了谁
nǐ xī hǎn shéi	你稀罕谁
nǐ xǐ huān shéi	你喜欢谁
nǐ xiān jiù shéi	你先救谁
nǐ xiǎng yào shéi	你想要谁
nǐ yòu shì shéi	你又是谁
nǐ yù jiàn shéi	你遇见谁
nǐ zài xiǎng shéi	你在想谁
nǐ zhǎo shéi ya	你找谁呀
nǐ zhī chí shéi	你支持谁
nǐ zhī dào shéi	你知道谁
ó nà gè shéi	哦那个谁
píng shéi miào bǐ	凭谁妙笔
qí shéi cóng yān	其谁从焉
qí shéi zhī zhī	其谁知之
qiàn shéi zhāi qǔ	倩谁摘取
qiáo bù qǐ shéi	瞧不起谁
qīng yùn shéi qiāo	清韵谁敲
rèn bù chū shéi	认不出谁
rén shéi wú guò	人谁无过
rén zài shéi biān	人在谁边
shě nǐ qí shéi	舍你其谁
shě tā qí shéi	舍他其谁
shě wǒ fù shéi	舍我复谁
shě wǒ qí shéi	舍我其谁
shēng fù shì shéi	生父是谁
shēng mǔ shì shéi	生母是谁
shī fu shì shéi	师父是谁
shì shū gěi shéi	是输给谁
shì shéi de cuò	是谁的错
shì shéi de guō	是谁的锅
shì shéi zhào de	是谁照的
shū shéi kàn guò	书谁看过
shéi bàn gū yín	谁伴孤吟
shéi bāng bāng wǒ	谁帮帮我
shéi bāng wǒ shōu	谁帮我收
shéi bāng wǒ zhǎo	谁帮我找
shéi bǐ dé shàng	谁比得上
shéi bǐ jiào hǎo	谁比较好
shéi bǐ shéi qiáng	谁比谁强
shéi bǐ wǒ shuài	谁比我帅
shéi bú ài ne	谁不爱呢
shéi bù dǒng a	谁不懂啊
shéi bú huì a	谁不会啊
shéi bù lǐ nǐ	谁不理你
shéi bú qiàn shéi	谁不欠谁
shéi bú shì de	谁不是的
shéi bú shì yǒu	谁不是有
shéi bú xìn ne	谁不信呢
shéi bú yào liǎn	谁不要脸
shéi bù zhuó jué	谁不着觉
shéi céng xiǎng dào	谁曾想到
shéi céng xiǎng guò	谁曾想过
shéi chàng de le	谁唱的了
shéi chī de fàn	谁吃的饭
shéi chù duì xiàng	谁处对象
shéi chuán dào zhī	谁传道之
shéi chuān shéi měi	谁穿谁美
shéi dǎ kāi de	谁打开的
shéi dā lǐ nǐ	谁搭理你
shéi dà shéi xiǎo	谁大谁小
shéi dài hái zi	谁带孩子
shéi de ài qíng	谁的爱情
shéi de chē shēn	谁的车身
shéi de chū wěn	谁的初吻
shéi de dàn gāo	谁的蛋糕
shéi de dì fāng	谁的地方
shéi de diàn huà	谁的电话
shéi de diàn nǎo	谁的电脑
shéi de ér zi	谁的儿子
shéi de fáng zi	谁的房子
shéi de fěn sī	谁的粉丝
shéi de fù mǔ	谁的父母
shéi de gōng láo	谁的功劳
shéi de gù shì	谁的故事
shéi de hái zi	谁的孩子
shéi de hǎo a	谁的好啊
shéi de hǎo kàn	谁的好看
shéi de lì shǐ	谁的历史
shéi de mā ma	谁的妈妈
shéi de míng piàn	谁的名片
shéi de míng zì	谁的名字
shéi de nǚ ér	谁的女儿
shéi de pí fū	谁的皮肤
shéi de qī zǐ	谁的妻子
shéi de qīng chūn	谁的青春
shéi de rén shēng	谁的人生
shéi de shēn tǐ	谁的身体
shéi de shēng huó	谁的生活
shéi de shēng yīn	谁的声音
shéi de shǒu jī	谁的手机
shéi de shǒu lǐ	谁的手里
shéi de wèn tí	谁的问题
shéi de yǎn jīng	谁的眼睛
shéi de yǎn lèi	谁的眼泪
shéi de zào xíng	谁的造型
shéi de zuì hǎo	谁的最好
shéi dǐng dé zhù	谁顶得住
shéi dǒng wǒ xīn	谁懂我心
shéi dōu bù fú	谁都不服
shéi dōu bù lǐ	谁都不理
shéi dōu bù shǎ	谁都不傻
shéi dōu rèn shi	谁都认识
shéi duō shéi shǎo	谁多谁少
shéi è dǔ zi	谁饿肚子
shéi fā míng de	谁发明的
shéi fù dé qǐ	谁负得起
shéi fù gāng cháng	谁负刚肠
shéi fù le shéi	谁负了谁
shéi fù zé a	谁负责啊
shéi gāi fù zé	谁该负责
shéi gǎn bù fú	谁敢不服
shéi gǎn dǎng guān	谁敢挡关
shéi gàn dé hǎo	谁干得好
shéi gǎn dòng wǒ	谁敢动我
shéi gǎo de guǐ	谁搞的鬼
shéi gào nǐ de	谁告你的
shéi gào sù nǐ	谁告诉你
shéi gào sù wǒ	谁告诉我
shéi gè bù xiǎo	谁个不晓
shéi gěi de a	谁给的啊
shéi gěi le nǐ	谁给了你
shéi gēn shéi ya	谁跟谁呀
shéi gèng chū sè	谁更出色
shéi gèng cōng míng	谁更聪明
shéi gèng hǎo kàn	谁更好看
shéi gèng hé shì	谁更合适
shéi gèng kě ài	谁更可爱
shéi gèng piào liang	谁更漂亮
shéi gèng róng yì	谁更容易
shéi gèng shì hé	谁更适合
shéi gèng shuài ne	谁更帅呢
shéi gèng wěi dà	谁更伟大
shéi gèng wú liáo	谁更无聊
shéi gèng yǒu qián	谁更有钱
shéi gèng yōu xiù	谁更优秀
shéi gèng zhòng yào	谁更重要
shéi gōng shéi shòu	谁攻谁受
shéi guǎn de zháo	谁管得着
shéi guī dìng de	谁规定的
shéi hái dǎ pái	谁还打牌
shéi hái yǐ wéi	谁还以为
shéi hé nǐ zài	谁和你在
shéi hé wǒ kāi	谁和我开
shéi hé wǒ yuē	谁和我约
shéi huì dā lǐ	谁会搭理
shéi huǐ shéi yù	谁毁谁誉
shéi jì xiāng sī	谁寄相思
shéi jiā bì rén	谁家璧人
shéi jiā de gǒu	谁家的狗
shéi jiā de le	谁家的了
shéi jiā shū lì	谁家姝丽
shéi jiā xiǎo yuàn	谁家小院
shéi jiā zhǒng de	谁家种的
shéi jiǎng guò wǒ	谁讲过我
shéi jiào nǐ de	谁教你的
shéi jiào nǐ shǒu	谁叫你手
shéi jié hūn ne	谁结婚呢
shéi jiù zhǐ huī	谁就指挥
shéi kāi de fáng	谁开的房
shéi káng de zhù	谁扛得住
shéi kě zhī dào	谁可知道
shéi kēng nǐ le	谁坑你了
shéi lái jiē bān	谁来接班
shéi lái jiù wǒ	谁来救我
shéi lái zhǔ zǎi	谁来主宰
shéi lái zǔ zhǐ	谁来阻止
shéi lán dé zhù	谁拦得住
shéi lì hài ne	谁厉害呢
shéi lián yāo zhé	谁怜夭折
shéi lín wǎn tiào	谁临晚眺
shéi lǐng fēng sāo	谁领风骚
shéi mà nǐ le	谁骂你了
shéi méi diǎn ér	谁没点儿
shéi méi shì ér	谁没事儿
shéi méi yǒu ài	谁没有爱
shéi méi yǒu diē	谁没有爹
shéi méi yǒu niáng	谁没有娘
shéi méi yǒu qíng	谁没有情
shéi nà me zǎo	谁那么早
shéi nǎ zhī dào	谁哪知道
shéi néng bù tīng	谁能不听
shéi néng cāi dào	谁能猜到
shéi néng dǎng wǒ	谁能挡我
shéi néng jí zhī	谁能极之
shéi néng jiě kāi	谁能解开
shéi néng jìn jí	谁能晋级
shéi néng jìn shàn	谁能尽善
shéi néng xiàng nǐ	谁能像你
shéi niàn xíng rén	谁念行人
shéi pà shéi le	谁怕谁了
shéi pà shéi ya	谁怕谁呀
shéi pǎo dé kuài	谁跑得快
shéi péi nǐ dǎ	谁陪你打
shéi pī zhǔn dì	谁批准的
shéi piàn nǐ le	谁骗你了
shéi pǐn chūn cí	谁品春词
shéi qī fù nǐ	谁欺负你
shéi qī fù shéi	谁欺负谁
shéi qiáng shéi ruò	谁强谁弱
shéi qīng shéi zhòng	谁轻谁重
shéi qiú zhī dào	谁求知道
shéi qù dǎ qiú	谁去打球
shéi qǔ dào nǐ	谁娶到你
shéi qù gěi wǒ	谁去给我
shéi qù shéi liú	谁去谁留
shéi ràng nǐ pèng	谁让你碰
shéi ràng nǐ yā	谁让你丫
shéi rě nǐ le	谁惹你了
shéi rén bù xiǎo	谁人不晓
shéi rèn shi nǐ	谁认识你
shéi róng shéi rǔ	谁荣谁辱
shéi rù dì yù	谁入地狱
shéi shā le shéi	谁杀了谁
shéi shāng le nǐ	谁伤了你
shéi shàng shéi xià	谁上谁下
shéi shāo huǐ de	谁烧毁的
shéi shǎo shéi duō	谁少谁多
shéi shèng shéi bài	谁胜谁败
shéi shèng shéi fù	谁胜谁负
shéi shēng shéi sǐ	谁生谁死
shéi shèng suàn dà	谁胜算大
shéi shēng xià lái	谁生下来
shéi shì shǎ mào	谁是傻冒
shéi shì shǎ zǐ	谁是傻子
shéi shǐ shén zhōu	谁使神州
shéi shì shǒu fù	谁是首富
shéi shì shéi de	谁是谁的
shéi shì shéi fēi	谁是谁非
shéi shì xián rén	谁是闲人
shéi shì zhī xīn	谁是知心
shéi shì zhī yīn	谁是知音
shéi shì zhǔ rén	谁是主人
shéi shòu dé liǎo	谁受得了
shéi shéi shéi qù	谁谁谁去
shéi shéi shéi shéi	谁谁谁谁
shéi shuō de a	谁说的啊
shéi shuō de le	谁说的了
shéi shuō de qīng	谁说的清
shéi shuō de ya	谁说的呀
shéi shuō huǎng le	谁说谎了
shéi sǐ lù shǒu	谁死鹿手
shéi sǐ shéi huó	谁死谁活
shéi sòng guò lái	谁送过来
shéi suàn jì shéi	谁算计谁
shéi suǒ jí yān	谁所极焉
shéi tā mā de	谁他妈的
shéi tā mā xìn	谁他妈信
shéi tōu le wǒ	谁偷了我
shéi wán dé guò	谁玩得过
shéi wéi qíng zhǒng	谁为情种
shéi wéi wéi zhī	谁为为之
shéi wèn qí tíng	谁问旗亭
shéi wǒ xǐ huān	谁我喜欢
shéi xǐ huān shéi	谁喜欢谁
shéi xià dì yù	谁下地狱
shéi xiàn cān luán	谁羡骖鸾
shéi xiān dòng shǒu	谁先动手
shéi xiān kāi kǒu	谁先开口
shéi xiān shéi hòu	谁先谁后
shéi xiān zhǔ dòng	谁先主动
shéi xiǎng dé dào	谁想得到
shéi xiàng nǐ a	谁像你啊
shéi xiàng nǐ men	谁像你们
shéi xiǎng tīng nǐ	谁想听你
shéi ya shéi ya	谁呀谁呀
shéi yán cùn cǎo	谁言寸草
shéi yán qióng shù	谁言琼树
shéi yán rén yì	谁言人易
shéi yě bù fú	谁也不服
shéi yě bù lǐ	谁也不理
shéi yě bú nòng	谁也不弄
shéi yí huì er	谁一会儿
shéi yòu bú shì	谁又不是
shéi yòu fù huó	谁又复活
shéi yòu shì shéi	谁又是谁
shéi yōu shéi liè	谁优谁劣
shéi yòu zài hū	谁又在乎
shéi yòu zhī dào	谁又知道
shéi yǔ gòng yǐn	谁与共饮
shéi yǔ wēn cún	谁与温存
shéi yǔ zhēng fēng	谁与争锋
shéi yǔ zhēng fēng	谁与争疯
shéi yǔ zhēng fēng	谁与争风
shéi yú zhēng fēng	谁于争锋
shéi yǔ zhēng gōng	谁与争功
shéi yuàn wéi shǒu	谁愿为首
shéi zài bèi hòu	谁在背后
shéi zài běi jīng	谁在北京
shéi zài chàng gē	谁在唱歌
shéi zài dǎ wǒ	谁在打我
shéi zài fēng zhōng	谁在风中
shéi zài háng zhōu	谁在杭州
shéi zài hū huàn	谁在呼唤
shéi zài hū ne	谁在乎呢
shéi zài hū nǐ	谁在乎你
shéi zài jǐ nán	谁在济南
shéi zài jiā de	谁在家的
shéi zài làng fèi	谁在浪费
shéi zài lǐ miàn	谁在里面
shéi zài luǒ yǒng	谁在裸泳
shéi zài nà lǐ	谁在那里
shéi zài qiū qiān	谁在秋千
shéi zài sā huǎng	谁在撒谎
shéi zài shuō huà	谁在说话
shéi zài shuō huǎng	谁在说谎
shéi zài tī nǐ	谁在踢你
shéi zài wǔ hàn	谁在武汉
shéi zài xī ān	谁在西安
shéi zài yì qǐ	谁在一起
shéi zài yì wǒ	谁在意我
shéi zài zhè lǐ	谁在这里
shéi zài zhuī nǐ	谁在追你
shéi zěn me shuō	谁怎么说
shéi zhào de ya	谁照的呀
shéi zhào gù nǐ	谁照顾你
shéi zhāo nǐ le	谁招你了
shéi zhè me zǎo	谁这么早
shéi zhēn shéi jiǎ	谁真谁假
shéi zhī dào a	谁知道啊
shéi zhī dào de	谁知道的
shéi zhī dào lái	谁知道来
shéi zhī dào le	谁知道了
shéi zhī dào lǐ	谁知道里
shéi zhī dào nà	谁知道呐
shéi zhī dào nà	谁知到那
shéi zhī dào náng	谁知道囊
shéi zhī dào ne	谁知道呢
shéi zhī dào nǐ	谁知道你
shéi zhī dào qù	谁知道去
shéi zhī dào shá	谁知道啥
shéi zhī dào yě	谁知道也
shéi zhī jiāo yǎng	谁知娇养
shéi zhī qí shù	谁知其数
shéi zhǐ shǐ nǐ	谁指使你
shéi zhī wǒ xīn	谁知我心
shéi zhī yún lù	谁知云路
shéi zhī zuó tiān	谁知昨天
shéi zhǔ chén fú	谁主沉浮
shéi zhǔ fú chén	谁主浮沉
shéi zhǔ jūn xīn	谁主君心
shéi zhǔ tiān xià	谁主天下
shéi zhù yuàn le	谁住院了
shéi zhǔ zhōng yuán	谁主中原
shéi zǒu shéi liú	谁走谁留
shéi zǔ zhī de	谁组织的
shéi zuì dài zhǒng	谁最带种
shéi zuò de fàn	谁做的饭
shuō gěi shéi tīng	说给谁听
shuō shéi ne nǐ	说谁呢你
tā shì shéi a	她是谁啊
tā shì shéi a	他是谁啊
tā shì shéi ya	他是谁呀
tīng shéi chàng de	听谁唱的
tīng shéi shuō de	听谁说的
tīng shéi shuō le	听谁说了
wàng jì le shéi	忘记了谁
wéi shéi ér míng	为谁而鸣
wéi shéi ér zhàn	为谁而战
wéi shéi ér zuò	为谁而做
wéi shéi níng zhù	为谁凝伫
wéi shéi pān zhé	为谁攀折
wèn huā xiào shéi	问花笑谁
wèn nǐ wèn shéi	问你问谁
wǒ gēn shéi guò	我跟谁过
wǒ shì shéi de	我是谁的
wǒ shì shéi ya	我是谁呀
wǒ wèn shéi qù	我问谁去
wǒ xiāng xìn shéi	我相信谁
wǒ zhǎo shéi qù	我找谁去
wǒ zhǎo shéi rě	我找谁惹
xià bù liǎo shéi	吓不了谁
xiǎng qiā sǐ shéi	想掐死谁
xiàng shéi qīng sù	向谁倾诉
xīn lǐ bǐ shéi	心里比谁
xīn shì shéi tóng	心事谁同
xīn shì shéi zhī	心事谁知
xìng shèn míng shéi	姓甚名谁
yǎn gěi shéi kàn	演给谁看
yě méi shéi le	也没谁了
yǐ wéi shì shéi	以为是谁
yǐ wéi shéi ne	以为谁呢
yòng de shéi de	用的谁的
yòu huì shì shéi	又会是谁
yǒu méi yǒu shéi	有没有谁
yòu shā le shéi	又杀了谁
yóu shéi chéng dān	由谁承担
yóu shéi fù zé	由谁负责
yǒu shéi huì dǒng	有谁会懂
yòu shéi jiù yě	又谁咎也
yóu shéi lái zuò	由谁来做
yǒu shéi néng dǒng	有谁能懂
yǒu shéi rèn shi	有谁认识
yǒu shéi shéi shéi	有谁谁谁
yǒu shéi zhēn dé	有谁真得
yù píng shéi shěng	欲凭谁省
yǔ shéi gòng mián	与谁共眠
yǔ shéi tóng xíng	与谁同行
yǔ shéi tóng qù	与谁同去
yǔ shéi tóng zuò	与谁同坐
yǔ shéi xiāng yǐ	与谁相倚
yuàn shéi shǐ dé	怨谁始得
zài xiǎng shì shéi	在想是谁
zài yì guò shéi	在意过谁
zé rèn zài shéi	责任在谁
zhǎng de xiàng shéi	长得像谁
zhǎo bù chū shéi	找不出谁
zhāo shéi rě shéi	招谁惹谁
zhè ge shéi dǒng	这个谁懂
zhè shì shéi de	这是谁的
zhè shì shéi la	这是谁啦
zhè shì shéi le	这是谁了
zhè shì shéi ma	这是谁吗
zhè shì shéi ya	这是谁呀
zhè shéi jiā wá	这谁家娃
zhè shéi shuō huà	这谁说话
zhè shéi zuò de	这谁做的
zhēng dào shéi jiā	争道谁家
zhǐ de shì shéi	指的是谁
zhōng rì shéi lái	终日谁来
zhōu yōu shéi zhū	周幽谁诛
zhǔ rén shì shéi	主人是谁
zhuàn shéi de qián	赚谁的钱
zhuāng gěi shéi kàn	装给谁看
zhǔn bù zhǔn shéi	准不准谁
zhuō tù	捉兔
bái shí tǎ	白石塔
bǎn dèng kuān	板凳宽
biǎn dàn cháng	扁担长
bō jú zi	剥桔子
cháng liàn xí	常练习
chéng yú chì	盛鱼翅
cù shī bù	醋湿布
dǎ bà qiū	打罢秋
dǎ fān cù	打翻醋
dǎ le cù	打了醋
dēng yìng xīng	灯映星
dì di shuō	弟弟说
dǒng liǎng jiā	董两家
fàng xià bù	放下布
fēi le yīng	飞了鹰
fěn fèng huáng	粉凤凰
gàn bú gàn	干不干
gān bù gān	干不干
gē ge shuō	哥哥说
gē xià cù	搁下醋
hóng fèng huáng	红凤凰
huā fèng huáng	花凤凰
huā niǎo jiào	花鸟叫
huáng fèng huáng	黄凤凰
jiē zhù dòu	接住豆
jiǔ chóng tiān	九重天
liǎng gè bā	两个八
liǎng gè bái	两个白
liǎng gè bǎi	两个百
liǎng gè bèi	两个貝
liǎng gè bǐ	两个比
liǎng gè bǐ	两个匕
liǎng gè bǐng	两个秉
liǎng gè bù	两个不
liǎng gè cāng	两个倉
liǎng gè chāng	两个昌
liǎng gè cháo	两个巢
liǎng gè chè	两个屮
liǎng gè chē	两个車
liǎng gè chén	两个臣
liǎng gè chǐ	两个齒
liǎng gè chóng	两个虫
liǎng gè chuān	两个巛
liǎng gè chuàn	两个串
liǎng gè cì	两个朿
liǎng gè dà	两个大
liǎng gè dǎi	两个歹
liǎng gè dāi	两个呆
liǎng gè dōng	两个東
liǎng gè èr	两个二
liǎng gè ér	两个而
liǎng gè ěr	两个耳
liǎng gè fán	两个凡
liǎng gè fēi	两个飞
liǎng gè fēng	两个風
liǎng gè fū	两个夫
liǎng gè fú	两个巿
liǎng gè fú	两个畐
liǎng gè gàn	两个干
liǎng gè gē	两个戈
liǎng gè gōng	两个弓
liǎng gè gǔ	两个古
liǎng gè guā	两个瓜
liǎng gè guǒ	两个果
liǎng gè hàn	两个𢎘
liǎng gè hé	两个禾
liǎng gè hù	两个户
liǎng gè hǔ	两个虎
liǎng gè huǒ	两个火
liǎng gè jì	两个彐
liǎng gè jí	两个吉
liǎng gè jǐ	两个几
liǎng gè jì	两个旡
liǎng gè jiàn	两个見
liǎng gè jié	两个卪
liǎng gè jīn	两个巾
liǎng gè jīn	两个金
liǎng gè jīn	两个斤
liǎng gè jǐng	两个井
liǎng gè jìng	两个竟
liǎng gè jìng	两个竞
liǎng gè jiǔ	两个九
liǎng gè jù	两个句
liǎng gè kǒu	两个口
liǎng gè lái	两个来
liǎng gè lái	两个來
liǎng gè lǎo	两个老
liǎng gè lì	两个力
liǎng gè lì	两个立
liǎng gè lì	两个隶
liǎng gè lóng	两个龍
liǎng gè lóng	两个龙
liǎng gè mǎ	两个马
liǎng gè mǎ	两个馬
liǎng gè máo	两个毛
liǎng gè mǐ	两个米
liǎng gè miàn	两个面
liǎng gè míng	两个明
liǎng gè móu	两个牟
liǎng gè mǔ	两个母
liǎng gè mù	两个木
liǎng gè mù	两个目
liǎng gè nán	两个男
liǎng gè nǐ	两个𡥦
liǎng gè niàn	两个廿
liǎng gè niàn	两个卄
liǎng gè niǎo	两个鸟
liǎng gè niú	两个牛
liǎng gè nǚ	两个女
liǎng gè pài	两个𠂢
liǎng gè piàn	两个片
liǎng gè qǐ	两个启
liǎng gè qī	两个桼
liǎng gè qí	两个奇
liǎng gè qǐ	两个乞
liǎng gè qiàn	两个欠
liǎng gè qiān	两个僉
liǎng gè qū	两个區
liǎng gè quǎn	两个犬
liǎng gè qūn	两个夋
liǎng gè rén	两个人
liǎng gè rì	两个日
liǎng gè rù	两个入
liǎng gè sà	两个卅
liǎng gè shān	两个山
liǎng gè shàn	两个善
liǎng gè shé	两个舌
liǎng gè shēn	两个申
liǎng gè shēng	两个生
liǎng gè shī	两个尸
liǎng gè shí	两个石
liǎng gè shì	两个示
liǎng gè shǐ	两个豕
liǎng gè shǒu	两个手
liǎng gè shù	两个束
liǎng gè shuǐ	两个水
liǎng gè sī	两个厶
liǎng gè tián	两个田
liǎng gè tiān	两个天
liǎng gè tǔ	两个土
liǎng gè wǎng	两个罒
liǎng gè wáng	两个王
liǎng gè wù	两个兀
liǎng gè wǔ	两个㐅
liǎng gè xī	两个夕
liǎng gè xí	两个习
liǎng gè xī	两个昔
liǎng gè xǐ	两个喜
liǎng gè xiān	两个㔾
liǎng gè xiān	两个先
liǎng gè xiāng	两个香
liǎng gè xiǎng	两个享
liǎng gè xīn	两个心
liǎng gè xīn	两个辛
liǎng gè xiōng	两个兄
liǎng gè xuán	两个玄
liǎng gè yá	两个牙
liǎng gè yán	两个言
liǎng gè yán	两个炎
liǎng gè yáng	两个羊
liǎng gè yāo	两个幺
liǎng gè yáo	两个堯
liǎng gè yī	两个一
liǎng gè yì	两个乂
liǎng gè yǐ	两个乙
liǎng gè yì	两个亦
liǎng gè yì	两个易
liǎng gè yì	两个㣇
liǎng gè yì	两个邑
liǎng gè yīn	两个音
liǎng gè yǐn	两个尹
liǎng gè yǒng	两个永
liǎng gè yòu	两个又
liǎng gè yú	两个魚
liǎng gè yú	两个余
liǎng gè yǔ	两个予
liǎng gè yú	两个禺
liǎng gè yuè	两个月
liǎng gè yuē	两个曰
liǎng gè zhēn	两个真
liǎng gè zhǐ	两个止
liǎng gè zhī	两个支
liǎng gè zhī	两个隻
liǎng gè zhì	两个至
liǎng gè zhuī	两个隹
liǎng gè zi	两个子
liǎng gè zǒu	两个走
liǎng gè zú	两个足
liǎng gè zuǒ	两个左
mǎi le bù	买了布
nà shì chán	那是蝉
pǎo le tù	跑了兔
qīng pú táo	青葡萄
rèn zhēn xué	认真学
rú wù lǐ	如雾里
ruǎn shé tou	软舌头
sān gè bái	三个白
sān gè bǎi	三个百
sān gè bǎo	三个宝
sān gè bèi	三个贝
sān gè chè	三个屮
sān gè chē	三个車
sān gè chóng	三个虫
sān gè chóng	三个䖝
sān gè cì	三个朿
sān gè dà	三个大
sān gè dāo	三个刀
sān gè dòng	三个動
sān gè dòu	三个斗
sān gè ěr	三个耳
sān gè fāng	三个方
sān gè fēi	三个飛
sān gè fēng	三个風
sān gè gài	三个盖
sān gè gè	三个个
sān gè gōng	三个弓
sān gè guā	三个瓜
sān gè guāng	三个光
sān gè guǒ	三个果
sān gè hán	三个寒
sān gè hù	三个户
sān gè huǒ	三个火
sān gè jí	三个吉
sān gè jiǎ	三个甲
sān gè jiā	三个加
sān gè jiè	三个介
sān gè jīn	三个金
sān gè jiǔ	三个九
sān gè kě	三个可
sān gè kè	三个客
sān gè kōng	三个空
sān gè kǒu	三个口
sān gè lǎo	三个老
sān gè le	三个了
sān gè léi	三个雷
sān gè lì	三个力
sān gè lì	三个立
sān gè lín	三个林
sān gè lóng	三个龍
sān gè lù	三个鹿
sān gè lù	三个圥
sān gè mǎ	三个马
sān gè ma	三个亇
sān gè máo	三个毛
sān gè mén	三个門
sān gè mǐ	三个米
sān gè miàn	三个面
sān gè mù	三个木
sān gè mù	三个目
sān gè nán	三个男
sān gè niǎo	三个鳥
sān gè niǎo	三个鸟
sān gè niè	三个㖖
sān gè niú	三个牛
sān gè nǚ	三个女
sān gè piě	三个丿
sān gè qī	三个七
sān gè qǐ	三个企
sān gè qiàn	三个欠
sān gè qiān	三个千
sān gè qiāng	三个羗
sān gè qín	三个秦
sān gè qù	三个去
sān gè quán	三个泉
sān gè quǎn	三个犬
sān gè quán	三个全
sān gè quǎn	三个𡿨
sān gè rén	三个人
sān gè rì	三个日
sān gè ruò	三个若
sān gè shān	三个山
sān gè shǎo	三个少
sān gè shé	三个舌
sān gè shě	三个舍
sān gè shēn	三个申
sān gè shēng	三个生
sān gè shì	三个市
sān gè shí	三个十
sān gè shì	三个士
sān gè shí	三个石
sān gè shǒu	三个手
sān gè shù	三个束
sān gè shuǐ	三个水
sān gè shuò	三个朔
sān gè sī	三个厶
sān gè tài	三个太
sān gè tián	三个田
sān gè tiān	三个天
sān gè tiáo	三个𠧪
sān gè tǔ	三个土
sān gè tù	三个兔
sān gè tuǒ	三个妥
sān gè wǎng	三个罒
sān gè wén	三个文
sān gè xià	三个夏
sān gè xiān	三个㔾
sān gè xiàn	三个県
sān gè xiāng	三个香
sān gè xiǎo	三个小
sān gè xīn	三个心
sān gè xìng	三个興
sān gè yán	三个言
sān gè yáng	三个羊
sān gè yè	三个頁
sān gè yě	三个也
sān gè yí	三个宜
sān gè yīn	三个因
sān gè yòng	三个用
sān gè yòu	三个又
sān gè yú	三个魚
sān gè yù	三个玉
sān gè yuán	三个原
sān gè yuán	三个厡
sān gè yuè	三个月
sān gè yún	三个雲
sān gè zhǎo	三个爪
sān gè zhǐ	三个止
sān gè zhí	三个直
sān gè zhì	三个𠙽
